code,name,type,definition,restriction_id,restriction
Maneuver Code,ManeuverCodeSimpleType,simple,A data type for a controlled maneuver for this motor vehicle prior to the beginning of the sequence of events.,406,Passing or Overtaking another Vehicle
Maneuver Code,ManeuverCodeSimpleType,simple,A data type for a controlled maneuver for this motor vehicle prior to the beginning of the sequence of events.,407,"Disableed or ""Parked"" in Travel Lane"
Maneuver Code,ManeuverCodeSimpleType,simple,A data type for a controlled maneuver for this motor vehicle prior to the beginning of the sequence of events.,408,Entering Traffic Lane
Maneuver Code,ManeuverCodeSimpleType,simple,A data type for a controlled maneuver for this motor vehicle prior to the beginning of the sequence of events.,409,Leaving Traffic Lane
Maneuver Code,ManeuverCodeSimpleType,simple,A data type for a controlled maneuver for this motor vehicle prior to the beginning of the sequence of events.,410,Other
Maneuver Code,ManeuverCodeSimpleType,simple,A data type for a controlled maneuver for this motor vehicle prior to the beginning of the sequence of events.,411,Unknown
Motor Carrier Identification Category Code,MotorCarrierIdentificationCategoryCodeSimpleType,simple,A data type  motor carrier identification category,412,Interstate Carrier
Motor Carrier Identification Category Code,MotorCarrierIdentificationCategoryCodeSimpleType,simple,A data type  motor carrier identification category,413,Intrastate Carrier
Motor Carrier Identification Category Code,MotorCarrierIdentificationCategoryCodeSimpleType,simple,A data type  motor carrier identification category,414,Not in Commerce/Government
Motor Carrier Identification Category Code,MotorCarrierIdentificationCategoryCodeSimpleType,simple,A data type  motor carrier identification category,415,Not in Commerce/Other Truck
Motorist Person Category Code,MotoristPersonCategoryCodeSimpleType,simple,A data type for a motorist person category code.,416,Driver of a Motor Vehicle In-Transport
Motorist Person Category Code,MotoristPersonCategoryCodeSimpleType,simple,A data type for a motorist person category code.,417,Passenger of a Motor Vehicle In-Transport
Motorist Person Category Code,MotoristPersonCategoryCodeSimpleType,simple,A data type for a motorist person category code.,418,Unknown Occupant Type in a Motor Vehicle In-Transport
N A- No- Yes- N R- Code,"NA-No-Yes-NR-CodeSimpleType",simple,"A data type for standard selection codes as yes, no, unknown.",419,Not Available
N A- No- Yes- N R- Code,"NA-No-Yes-NR-CodeSimpleType",simple,"A data type for standard selection codes as yes, no, unknown.",420,No
N A- No- Yes- N R- Code,"NA-No-Yes-NR-CodeSimpleType",simple,"A data type for standard selection codes as yes, no, unknown.",421,Yes
N A- No- Yes- N R- Code,"NA-No-Yes-NR-CodeSimpleType",simple,"A data type for standard selection codes as yes, no, unknown.",422,Not Reported
Non Motorist Action Before Crash Code,NonMotoristActionBeforeCrashCodeSimpleType,simple,A data type for an action of the non-motorist prior to the crash.,423,None
Non Motorist Action Before Crash Code,NonMotoristActionBeforeCrashCodeSimpleType,simple,A data type for an action of the non-motorist prior to the crash.,424,Working in Trafficway (Incident Response)
Non Motorist Action Before Crash Code,NonMotoristActionBeforeCrashCodeSimpleType,simple,A data type for an action of the non-motorist prior to the crash.,425,Other
Non Motorist Action Before Crash Code,NonMotoristActionBeforeCrashCodeSimpleType,simple,A data type for an action of the non-motorist prior to the crash.,426,Waiting to Cross Roadway
Non Motorist Action Before Crash Code,NonMotoristActionBeforeCrashCodeSimpleType,simple,A data type for an action of the non-motorist prior to the crash.,427,Crossing Roadway
Non Motorist Action Before Crash Code,NonMotoristActionBeforeCrashCodeSimpleType,simple,A data type for an action of the non-motorist prior to the crash.,428,Walking/Cycling on Sidewalk
Non Motorist Action Before Crash Code,NonMotoristActionBeforeCrashCodeSimpleType,simple,A data type for an action of the non-motorist prior to the crash.,429,Walking/Cycling Along Roadway with Traffic (In or Adjacent to Travel Lane)
Non Motorist Action Before Crash Code,NonMotoristActionBeforeCrashCodeSimpleType,simple,A data type for an action of the non-motorist prior to the crash.,430,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane)
Non Motorist Action Before Crash Code,NonMotoristActionBeforeCrashCodeSimpleType,simple,A data type for an action of the non-motorist prior to the crash.,431,In Roadway - Other
Non Motorist Action Before Crash Code,NonMotoristActionBeforeCrashCodeSimpleType,simple,A data type for an action of the non-motorist prior to the crash.,432,"Adjacent to Roadway (e.g., Shoulder, Median)"
Non Motorist Action Before Crash Code,NonMotoristActionBeforeCrashCodeSimpleType,simple,A data type for an action of the non-motorist prior to the crash.,433,Unknown
Non Motorist Contributing Circumstances Code,NonMotoristContributingCircumstancesCodeSimpleType,simple,A data type for actions that the non-motorist was undertaking at the time of the crash.,434,No Improper Action
Non Motorist Contributing Circumstances Code,NonMotoristContributingCircumstancesCodeSimpleType,simple,A data type for actions that the non-motorist was undertaking at the time of the crash.,435,Dart/Dash
Non Motorist Contributing Circumstances Code,NonMotoristContributingCircumstancesCodeSimpleType,simple,A data type for actions that the non-motorist was undertaking at the time of the crash.,436,"Not Visible (Dark Clothing, No Lighting, Etc.)"
Non Motorist Contributing Circumstances Code,NonMotoristContributingCircumstancesCodeSimpleType,simple,A data type for actions that the non-motorist was undertaking at the time of the crash.,437,Failure to Yield Right-of-Way
Non Motorist Contributing Circumstances Code,NonMotoristContributingCircumstancesCodeSimpleType,simple,A data type for actions that the non-motorist was undertaking at the time of the crash.,438,Other
Non Motorist Contributing Circumstances Code,NonMotoristContributingCircumstancesCodeSimpleType,simple,A data type for actions that the non-motorist was undertaking at the time of the crash.,439,"Failure to Obey Traffic Signs, Signals, or Officer"
Non Motorist Contributing Circumstances Code,NonMotoristContributingCircumstancesCodeSimpleType,simple,A data type for actions that the non-motorist was undertaking at the time of the crash.,440,"Disabled Vehicle Related (Working on, Pushing, Leaving/Approaching)"
Non Motorist Contributing Circumstances Code,NonMotoristContributingCircumstancesCodeSimpleType,simple,A data type for actions that the non-motorist was undertaking at the time of the crash.,441,"In Roadway Improperly (Standing, Lying, Working, Playing)"
Non Motorist Contributing Circumstances Code,NonMotoristContributingCircumstancesCodeSimpleType,simple,A data type for actions that the non-motorist was undertaking at the time of the crash.,442,Entering/Exiting Parked/Standing Vehicle
Non Motorist Contributing Circumstances Code,NonMotoristContributingCircumstancesCodeSimpleType,simple,A data type for actions that the non-motorist was undertaking at the time of the crash.,443,"Inattentive(talking, eating, etc)"
Non Motorist Contributing Circumstances Code,NonMotoristContributingCircumstancesCodeSimpleType,simple,A data type for actions that the non-motorist was undertaking at the time of the crash.,444,Improper Turn/Merge
Non Motorist Contributing Circumstances Code,NonMotoristContributingCircumstancesCodeSimpleType,simple,A data type for actions that the non-motorist was undertaking at the time of the crash.,445,Improper Passing
Non Motorist Contributing Circumstances Code,NonMotoristContributingCircumstancesCodeSimpleType,simple,A data type for actions that the non-motorist was undertaking at the time of the crash.,446,Wrong-Way Riding or Walking
Non Motorist Contributing Circumstances Code,NonMotoristContributingCircumstancesCodeSimpleType,simple,A data type for actions that the non-motorist was undertaking at the time of the crash.,447,Unknown
Non Motorist Location Code,NonMotoristLocationCodeSimpleType,simple,A data type for a non-motorists location with respect to the roadway at the time of the crash.,448,At Intersection - In Marked Crosswalk
Non Motorist Location Code,NonMotoristLocationCodeSimpleType,simple,A data type for a non-motorists location with respect to the roadway at the time of the crash.,449,Midblock - Marked Crosswalk
Non Motorist Location Code,NonMotoristLocationCodeSimpleType,simple,A data type for a non-motorists location with respect to the roadway at the time of the crash.,450,Travel Lane - Other Location
Non Motorist Location Code,NonMotoristLocationCodeSimpleType,simple,A data type for a non-motorists location with respect to the roadway at the time of the crash.,451,Bicycle Lane
Non Motorist Location Code,NonMotoristLocationCodeSimpleType,simple,A data type for a non-motorists location with respect to the roadway at the time of the crash.,452,At Intersection-Unmarked / Unknown if Marked Crosswalk
Non Motorist Location Code,NonMotoristLocationCodeSimpleType,simple,A data type for a non-motorists location with respect to the roadway at the time of the crash.,453,Shoulder/Roadside
Non Motorist Location Code,NonMotoristLocationCodeSimpleType,simple,A data type for a non-motorists location with respect to the roadway at the time of the crash.,454,Sidewalk
Non Motorist Location Code,NonMotoristLocationCodeSimpleType,simple,A data type for a non-motorists location with respect to the roadway at the time of the crash.,455,Median/Crossing Island
Non Motorist Location Code,NonMotoristLocationCodeSimpleType,simple,A data type for a non-motorists location with respect to the roadway at the time of the crash.,456,Driveway Access
Non Motorist Location Code,NonMotoristLocationCodeSimpleType,simple,A data type for a non-motorists location with respect to the roadway at the time of the crash.,457,Shared-Use Path or Trail
Non Motorist Location Code,NonMotoristLocationCodeSimpleType,simple,A data type for a non-motorists location with respect to the roadway at the time of the crash.,458,Non-Trafficway Area
Non Motorist Location Code,NonMotoristLocationCodeSimpleType,simple,A data type for a non-motorists location with respect to the roadway at the time of the crash.,459,Other
Non Motorist Location Code,NonMotoristLocationCodeSimpleType,simple,A data type for a non-motorists location with respect to the roadway at the time of the crash.,460,At Intersection - Other
Non Motorist Location Code,NonMotoristLocationCodeSimpleType,simple,A data type for a non-motorists location with respect to the roadway at the time of the crash.,461,Unknown Location
Non Motorist Person Category Code,NonMotoristPersonCategoryCodeSimpleType,simple,A data type for a kind of Non-Motorist involved in a Traffic Accident.,462,"Other Pedestrian (wheelchair, person in a building, skater, etc)"
Non Motorist Person Category Code,NonMotoristPersonCategoryCodeSimpleType,simple,A data type for a kind of Non-Motorist involved in a Traffic Accident.,463,Unknown Type of Non-Motorist
Non Motorist Person Category Code,NonMotoristPersonCategoryCodeSimpleType,simple,A data type for a kind of Non-Motorist involved in a Traffic Accident.,464,"Occupant of a Motor Vehicle Not In-Transport (parked, etc.)"
Non Motorist Person Category Code,NonMotoristPersonCategoryCodeSimpleType,simple,A data type for a kind of Non-Motorist involved in a Traffic Accident.,465,Occupant of a Non-Motor Vehicle Transport Device
Non Motorist Person Category Code,NonMotoristPersonCategoryCodeSimpleType,simple,A data type for a kind of Non-Motorist involved in a Traffic Accident.,466,Pedestrian
Non Motorist Person Category Code,NonMotoristPersonCategoryCodeSimpleType,simple,A data type for a kind of Non-Motorist involved in a Traffic Accident.,467,Bicyclist
Non Motorist Person Category Code,NonMotoristPersonCategoryCodeSimpleType,simple,A data type for a kind of Non-Motorist involved in a Traffic Accident.,468,Other Cyclist
Non Motorist Person Category Code,NonMotoristPersonCategoryCodeSimpleType,simple,A data type for a kind of Non-Motorist involved in a Traffic Accident.,469,Persons on Personal Conveyances
Non Motorist Safety Equipment Code,NonMotoristSafetyEquipmentCodeSimpleType,simple,A data type for safety equipment(s) used by the non-motorist.,470,None Used
Non Motorist Safety Equipment Code,NonMotoristSafetyEquipmentCodeSimpleType,simple,A data type for safety equipment(s) used by the non-motorist.,471,Helmet
Non Motorist Safety Equipment Code,NonMotoristSafetyEquipmentCodeSimpleType,simple,A data type for safety equipment(s) used by the non-motorist.,472,"Reflective Equipment/Clothing (jacket, backpack, etc.)"
Non Motorist Safety Equipment Code,NonMotoristSafetyEquipmentCodeSimpleType,simple,A data type for safety equipment(s) used by the non-motorist.,473,"Protective Pads Used(elbows, knees, shins, etc.)"
Non Motorist Safety Equipment Code,NonMotoristSafetyEquipmentCodeSimpleType,simple,A data type for safety equipment(s) used by the non-motorist.,474,Lighting
Non Motorist Safety Equipment Code,NonMotoristSafetyEquipmentCodeSimpleType,simple,A data type for safety equipment(s) used by the non-motorist.,475,Other Safety Equipment
Non Motorist Safety Equipment Code,NonMotoristSafetyEquipmentCodeSimpleType,simple,A data type for safety equipment(s) used by the non-motorist.,476,Not Reported
Non Motorist Safety Equipment Code,NonMotoristSafetyEquipmentCodeSimpleType,simple,A data type for safety equipment(s) used by the non-motorist.,477,Unknown if Used
Occupant Air Bag Deployed Code,OccupantAirBagDeployedCodeSimpleType,simple,A data type for deployment status of an air bag relative to the position in the vehicle for this occupant.,478,Not Applicable
Occupant Air Bag Deployed Code,OccupantAirBagDeployedCodeSimpleType,simple,A data type for deployment status of an air bag relative to the position in the vehicle for this occupant.,479,Deployed- Front
Occupant Air Bag Deployed Code,OccupantAirBagDeployedCodeSimpleType,simple,A data type for deployment status of an air bag relative to the position in the vehicle for this occupant.,480,"Deployed- Side (door, seatback)"
Occupant Air Bag Deployed Code,OccupantAirBagDeployedCodeSimpleType,simple,A data type for deployment status of an air bag relative to the position in the vehicle for this occupant.,481,Not Deployed
Occupant Air Bag Deployed Code,OccupantAirBagDeployedCodeSimpleType,simple,A data type for deployment status of an air bag relative to the position in the vehicle for this occupant.,482,Switched Off
Occupant Air Bag Deployed Code,OccupantAirBagDeployedCodeSimpleType,simple,A data type for deployment status of an air bag relative to the position in the vehicle for this occupant.,483,Deployed- Curtain (roof)
Occupant Air Bag Deployed Code,OccupantAirBagDeployedCodeSimpleType,simple,A data type for deployment status of an air bag relative to the position in the vehicle for this occupant.,484,"Deployed- Other (Knee, air belt, etc.)"
Occupant Air Bag Deployed Code,OccupantAirBagDeployedCodeSimpleType,simple,A data type for deployment status of an air bag relative to the position in the vehicle for this occupant.,485,Deployed- Combination
Occupant Air Bag Deployed Code,OccupantAirBagDeployedCodeSimpleType,simple,A data type for deployment status of an air bag relative to the position in the vehicle for this occupant.,486,Deployment- Unknown Location
Occupant Air Bag Deployed Code,OccupantAirBagDeployedCodeSimpleType,simple,A data type for deployment status of an air bag relative to the position in the vehicle for this occupant.,487,Not Reported
Occupant Air Bag Deployed Code,OccupantAirBagDeployedCodeSimpleType,simple,A data type for deployment status of an air bag relative to the position in the vehicle for this occupant.,488,Deployment Unknown
Occupant Ejection Code,OccupantEjectionCodeSimpleType,simple,"A data type for occupant completely or partially thrown from the interior of the motor vehicle, excluding motorcycles, as a result of a crash.",489,Not Ejected
Occupant Ejection Code,OccupantEjectionCodeSimpleType,simple,"A data type for occupant completely or partially thrown from the interior of the motor vehicle, excluding motorcycles, as a result of a crash.",490,Totally Ejected
Occupant Ejection Code,OccupantEjectionCodeSimpleType,simple,"A data type for occupant completely or partially thrown from the interior of the motor vehicle, excluding motorcycles, as a result of a crash.",491,Partially Ejected
Occupant Ejection Code,OccupantEjectionCodeSimpleType,simple,"A data type for occupant completely or partially thrown from the interior of the motor vehicle, excluding motorcycles, as a result of a crash.",492,Ejected - Unknown Degree
Occupant Ejection Code,OccupantEjectionCodeSimpleType,simple,"A data type for occupant completely or partially thrown from the interior of the motor vehicle, excluding motorcycles, as a result of a crash.",493,Not Reported
Occupant Ejection Code,OccupantEjectionCodeSimpleType,simple,"A data type for occupant completely or partially thrown from the interior of the motor vehicle, excluding motorcycles, as a result of a crash.",494,Not Applicable
Occupant Ejection Code,OccupantEjectionCodeSimpleType,simple,"A data type for occupant completely or partially thrown from the interior of the motor vehicle, excluding motorcycles, as a result of a crash.",495,Unknown if Ejected
Occupant Protection System Motorcycle Helmet Use Code,OccupantProtectionSystemMotorcycleHelmetUseCodeSimpleType,simple,"A data type for the helmet use by a motorcyclist, at the time of the crash.",496,"Helmet, Other than DOT-Compliant Motorcycle Helmet"
Occupant Protection System Motorcycle Helmet Use Code,OccupantProtectionSystemMotorcycleHelmetUseCodeSimpleType,simple,"A data type for the helmet use by a motorcyclist, at the time of the crash.",497,No Helmet
Occupant Protection System Motorcycle Helmet Use Code,OccupantProtectionSystemMotorcycleHelmetUseCodeSimpleType,simple,"A data type for the helmet use by a motorcyclist, at the time of the crash.",498,"Helmet, Unknown if DOT Compliant"
Occupant Protection System Motorcycle Helmet Use Code,OccupantProtectionSystemMotorcycleHelmetUseCodeSimpleType,simple,"A data type for the helmet use by a motorcyclist, at the time of the crash.",499,Unknown if Helmet Worn
Occupant Protection System Motorcycle Helmet Use Code,OccupantProtectionSystemMotorcycleHelmetUseCodeSimpleType,simple,"A data type for the helmet use by a motorcyclist, at the time of the crash.",500,DOT-Compliant Motorcycle Helmet
Occupant Protection System Use Code,OccupantProtectionSystemUseCodeSimpleType,simple,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",501,Not Applicable
Occupant Protection System Use Code,OccupantProtectionSystemUseCodeSimpleType,simple,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",502,Shoulder Belt Only Used
Occupant Protection System Use Code,OccupantProtectionSystemUseCodeSimpleType,simple,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",503,Child Restraint System - Forward Facing
Occupant Protection System Use Code,OccupantProtectionSystemUseCodeSimpleType,simple,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",504,Child Restraint System  - Rear Facing
Occupant Protection System Use Code,OccupantProtectionSystemUseCodeSimpleType,simple,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",505,Booster Seat
Occupant Protection System Use Code,OccupantProtectionSystemUseCodeSimpleType,simple,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",506,Lap Belt Only Used
Occupant Protection System Use Code,OccupantProtectionSystemUseCodeSimpleType,simple,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",507,Shoulder and Lap Belt Used
Occupant Protection System Use Code,OccupantProtectionSystemUseCodeSimpleType,simple,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",508,Child Restraint Type Unknown
Occupant Protection System Use Code,OccupantProtectionSystemUseCodeSimpleType,simple,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",509,None Used - Motor Vehicle Occupant
Occupant Protection System Use Code,OccupantProtectionSystemUseCodeSimpleType,simple,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",510,Restraint Used - Type Unknown
Occupant Protection System Use Code,OccupantProtectionSystemUseCodeSimpleType,simple,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",511,Other
Occupant Protection System Use Code,OccupantProtectionSystemUseCodeSimpleType,simple,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",512,Not Reported
Occupant Protection System Use Code,OccupantProtectionSystemUseCodeSimpleType,simple,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",513,Unknown
Occupant Seat Code,OccupantSeatCodeSimpleType,simple,A data type for the occupants seat in the motor vehicle prior to the first event in the sequence of events.,514,Left (usually the motor vehicle or motorcycle driver except for postal vehicles and some foreign vehicles)
Occupant Seat Code,OccupantSeatCodeSimpleType,simple,A data type for the occupants seat in the motor vehicle prior to the first event in the sequence of events.,515,Middle
Occupant Seat Code,OccupantSeatCodeSimpleType,simple,A data type for the occupants seat in the motor vehicle prior to the first event in the sequence of events.,516,Right
Occupant Seat Code,OccupantSeatCodeSimpleType,simple,A data type for the occupants seat in the motor vehicle prior to the first event in the sequence of events.,517,Other
Occupant Seat Code,OccupantSeatCodeSimpleType,simple,A data type for the occupants seat in the motor vehicle prior to the first event in the sequence of events.,518,Unknown
Occupant Seat Other Location Code,OccupantSeatOtherLocationCodeSimpleType,simple,A data type for the location of the vehicle occupant prior to the first event in the sequence of events.,519,Not Applicable
Occupant Seat Other Location Code,OccupantSeatOtherLocationCodeSimpleType,simple,A data type for the location of the vehicle occupant prior to the first event in the sequence of events.,520,Sleeper Section of  Cab (truck)
Occupant Seat Other Location Code,OccupantSeatOtherLocationCodeSimpleType,simple,A data type for the location of the vehicle occupant prior to the first event in the sequence of events.,521,Other Enclosed Cargo Area
Occupant Seat Other Location Code,OccupantSeatOtherLocationCodeSimpleType,simple,A data type for the location of the vehicle occupant prior to the first event in the sequence of events.,522,Unenclosed Cargo Area
Occupant Seat Other Location Code,OccupantSeatOtherLocationCodeSimpleType,simple,A data type for the location of the vehicle occupant prior to the first event in the sequence of events.,523,Trailing Unit
Occupant Seat Other Location Code,OccupantSeatOtherLocationCodeSimpleType,simple,A data type for the location of the vehicle occupant prior to the first event in the sequence of events.,524,Riding on Motor Vehicle Exterior (non-trailing unit)
Occupant Seat Other Location Code,OccupantSeatOtherLocationCodeSimpleType,simple,A data type for the location of the vehicle occupant prior to the first event in the sequence of events.,525,Unknown
Occupant Seat Row Code,OccupantSeatRowCodeSimpleType,simple,A data type for the occupants seat row in the motor vehicle prior to the first event in the sequence of events.,526,Front
Occupant Seat Row Code,OccupantSeatRowCodeSimpleType,simple,A data type for the occupants seat row in the motor vehicle prior to the first event in the sequence of events.,527,Second
Occupant Seat Row Code,OccupantSeatRowCodeSimpleType,simple,A data type for the occupants seat row in the motor vehicle prior to the first event in the sequence of events.,528,Third
Occupant Seat Row Code,OccupantSeatRowCodeSimpleType,simple,A data type for the occupants seat row in the motor vehicle prior to the first event in the sequence of events.,529,Fourth
Occupant Seat Row Code,OccupantSeatRowCodeSimpleType,simple,A data type for the occupants seat row in the motor vehicle prior to the first event in the sequence of events.,530,"Other Row(bus, 15 passenger van etc.)"
Occupant Seat Row Code,OccupantSeatRowCodeSimpleType,simple,A data type for the occupants seat row in the motor vehicle prior to the first event in the sequence of events.,531,Unknown
Person Injury Location Code,PersonInjuryLocationCodeSimpleType,simple,A data type for the primary or most obvious area of the persons body injured during the crash.,532,Head
Person Injury Location Code,PersonInjuryLocationCodeSimpleType,simple,A data type for the primary or most obvious area of the persons body injured during the crash.,533,Face
Person Injury Location Code,PersonInjuryLocationCodeSimpleType,simple,A data type for the primary or most obvious area of the persons body injured during the crash.,534,Neck
Person Injury Location Code,PersonInjuryLocationCodeSimpleType,simple,A data type for the primary or most obvious area of the persons body injured during the crash.,535,Thorax (chest)
Person Injury Location Code,PersonInjuryLocationCodeSimpleType,simple,A data type for the primary or most obvious area of the persons body injured during the crash.,536,Abdomen and Pelvis
Person Injury Location Code,PersonInjuryLocationCodeSimpleType,simple,A data type for the primary or most obvious area of the persons body injured during the crash.,537,Spine
Person Injury Location Code,PersonInjuryLocationCodeSimpleType,simple,A data type for the primary or most obvious area of the persons body injured during the crash.,538,Upper Extremity
Person Injury Location Code,PersonInjuryLocationCodeSimpleType,simple,A data type for the primary or most obvious area of the persons body injured during the crash.,539,Lower Extremity
Person Injury Location Code,PersonInjuryLocationCodeSimpleType,simple,A data type for the primary or most obvious area of the persons body injured during the crash.,540,Unspecified
Person Injury Status Code,PersonInjuryStatusCodeSimpleType,simple,A data type for the injury severity level for a person involved in crash.,541,No Apparent Injury (O)
Person Injury Status Code,PersonInjuryStatusCodeSimpleType,simple,A data type for the injury severity level for a person involved in crash.,542,Possible Injury (C)
Person Injury Status Code,PersonInjuryStatusCodeSimpleType,simple,A data type for the injury severity level for a person involved in crash.,543,Suspected Minor Injury (B)
Person Injury Status Code,PersonInjuryStatusCodeSimpleType,simple,A data type for the injury severity level for a person involved in crash.,544,Suspected Serious Injury (A)
Person Injury Status Code,PersonInjuryStatusCodeSimpleType,simple,A data type for the injury severity level for a person involved in crash.,545,Fatal Injury (K)
Roadway Grade Code,RoadwayGradeCodeSimpleType,simple,A data type for the grade characteristics of the roadway in the direction of travel for this vehicle.,546,Level
Roadway Grade Code,RoadwayGradeCodeSimpleType,simple,A data type for the grade characteristics of the roadway in the direction of travel for this vehicle.,547,Hillcrest
Roadway Grade Code,RoadwayGradeCodeSimpleType,simple,A data type for the grade characteristics of the roadway in the direction of travel for this vehicle.,548,Sag (Bottom)
Roadway Grade Code,RoadwayGradeCodeSimpleType,simple,A data type for the grade characteristics of the roadway in the direction of travel for this vehicle.,549,Uphill
Roadway Grade Code,RoadwayGradeCodeSimpleType,simple,A data type for the grade characteristics of the roadway in the direction of travel for this vehicle.,550,Downhill
Roadway Horizontal Alignment Code,RoadwayHorizontalAlignmentCodeSimpleType,simple,A data type for the horizontal geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,551,Straight
Roadway Horizontal Alignment Code,RoadwayHorizontalAlignmentCodeSimpleType,simple,A data type for the horizontal geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,552,Curve Right
Roadway Horizontal Alignment Code,RoadwayHorizontalAlignmentCodeSimpleType,simple,A data type for the horizontal geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,553,Curve Left
Second Condition Crash Code,SecondConditionCrashCodeSimpleType,simple,A data type for any relevant condition of the individual (motorist or non-motorist) that is directly related to the crash.,554,"Ill(sick), Blackout(Fainted)"
Second Condition Crash Code,SecondConditionCrashCodeSimpleType,simple,A data type for any relevant condition of the individual (motorist or non-motorist) that is directly related to the crash.,555,Asleep or Fatigued
Second Condition Crash Code,SecondConditionCrashCodeSimpleType,simple,A data type for any relevant condition of the individual (motorist or non-motorist) that is directly related to the crash.,556,"Emotional(depressed, angry, disturbed, etc.)"
Second Condition Crash Code,SecondConditionCrashCodeSimpleType,simple,A data type for any relevant condition of the individual (motorist or non-motorist) that is directly related to the crash.,557,"Under the Influence of Alcohol, Drugs or Medications/"
Second Condition Crash Code,SecondConditionCrashCodeSimpleType,simple,A data type for any relevant condition of the individual (motorist or non-motorist) that is directly related to the crash.,558,Physically Impairment - No Detail
Second Condition Crash Code,SecondConditionCrashCodeSimpleType,simple,A data type for any relevant condition of the individual (motorist or non-motorist) that is directly related to the crash.,559,Other Physical Impairment
Speeding Related Code,SpeedingRelatedCodeSimpleType,simple,A data type to indicate whether the investigating officer suspects that the driver involved in the crash was speeding based on verbal or physical evidence and not on speculation alone.,560,No
Speeding Related Code,SpeedingRelatedCodeSimpleType,simple,A data type to indicate whether the investigating officer suspects that the driver involved in the crash was speeding based on verbal or physical evidence and not on speculation alone.,561,Exceeded Speed Limit
Speeding Related Code,SpeedingRelatedCodeSimpleType,simple,A data type to indicate whether the investigating officer suspects that the driver involved in the crash was speeding based on verbal or physical evidence and not on speculation alone.,562,Racing
Speeding Related Code,SpeedingRelatedCodeSimpleType,simple,A data type to indicate whether the investigating officer suspects that the driver involved in the crash was speeding based on verbal or physical evidence and not on speculation alone.,563,Too Fast for Conditions
Speeding Related Code,SpeedingRelatedCodeSimpleType,simple,A data type to indicate whether the investigating officer suspects that the driver involved in the crash was speeding based on verbal or physical evidence and not on speculation alone.,564,Unknown
Standard Selection Code,StandardSelectionCodeSimpleType,simple,"A data type for standard selection codes as yes, no, unknown.",565,No/None/None-Noted
Standard Selection Code,StandardSelectionCodeSimpleType,simple,"A data type for standard selection codes as yes, no, unknown.",566,Yes
Standard Selection Code,StandardSelectionCodeSimpleType,simple,"A data type for standard selection codes as yes, no, unknown.",567,Unknown
Trafficway Description Code,TrafficwayDescriptionCodeSimpleType,simple,A data type for an indication of whether or not the trafficway for this vehicle is divided and whether it serves one-way or two-way traffic.,568,Non-Trafficway or Driveway Access
Trafficway Description Code,TrafficwayDescriptionCodeSimpleType,simple,A data type for an indication of whether or not the trafficway for this vehicle is divided and whether it serves one-way or two-way traffic.,569,"Two-Way, Not Divided"
Trafficway Description Code,TrafficwayDescriptionCodeSimpleType,simple,A data type for an indication of whether or not the trafficway for this vehicle is divided and whether it serves one-way or two-way traffic.,570,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median"
Trafficway Description Code,TrafficwayDescriptionCodeSimpleType,simple,A data type for an indication of whether or not the trafficway for this vehicle is divided and whether it serves one-way or two-way traffic.,571,"Two-Way,  Divided, Positive  Median Barrier"
Trafficway Description Code,TrafficwayDescriptionCodeSimpleType,simple,A data type for an indication of whether or not the trafficway for this vehicle is divided and whether it serves one-way or two-way traffic.,572,One-Way Trafficway
Trafficway Description Code,TrafficwayDescriptionCodeSimpleType,simple,A data type for an indication of whether or not the trafficway for this vehicle is divided and whether it serves one-way or two-way traffic.,573,"Two-Way, Not Divided With a Continuous Left-Turn Lane"
Trafficway Description Code,TrafficwayDescriptionCodeSimpleType,simple,A data type for an indication of whether or not the trafficway for this vehicle is divided and whether it serves one-way or two-way traffic.,574,Entrance/Exit Ramp
Trafficway Description Code,TrafficwayDescriptionCodeSimpleType,simple,A data type for an indication of whether or not the trafficway for this vehicle is divided and whether it serves one-way or two-way traffic.,575,Not Reported
